,id,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,Number of schools nearby,Distance from the airport,Price
90,6762813152,3,1.75,1330,7500,1.0,0,0,3,8,1330,0,1961,0,122048,52.8374,-114.385,3,56,787000
91,6762813210,4,2.5,2730,10281,2.0,0,2,3,9,2730,0,1996,0,122019,52.8527,-114.219,3,79,780000
92,6762813361,3,2.0,2350,5700,1.5,0,0,4,8,1810,540,1939,0,122047,52.869,-114.5,1,77,770000
93,6762813551,4,2.5,2120,10202,1.0,0,0,4,7,1620,500,1960,0,122049,52.8158,-114.36,2,73,755000
94,6762813766,4,1.75,2010,3600,1.5,0,0,3,7,2010,0,1902,0,122003,52.8637,-114.561,2,55,740000
95,6762813838,4,2.5,3180,21904,2.0,0,3,3,9,3180,0,2000,0,122015,52.745,-114.307,2,77,736500
96,6762814206,4,2.5,2450,4247,2.0,0,0,3,8,2450,0,2013,0,122005,52.9348,-114.303,1,75,712198
97,6762814291,3,2.5,2490,4343,2.0,0,0,3,9,2490,0,2003,0,122011,52.7793,-114.183,3,59,705380
98,6762814896,3,2.5,1680,2000,3.0,0,0,3,9,1680,0,1909,1998,122004,52.8904,-114.48,3,69,670000
99,6762814966,4,2.5,2800,5900,1.0,0,0,3,8,1660,1140,1963,0,122006,52.9109,-114.476,2,63,665000
100,6762815131,4,1.0,1390,4240,1.0,0,0,3,7,1050,340,1924,0,122028,52.8896,-114.528,1,68,657100
101,6762815226,3,1.5,2160,9000,1.0,0,2,4,8,1400,760,1949,0,122050,52.9541,-114.559,2,75,650000
102,6762815643,4,2.5,2440,6651,2.0,0,0,3,9,2440,0,2014,0,122007,52.9271,-114.561,2,77,631625
103,6762815727,4,2.25,1990,7712,1.0,0,0,3,8,1210,780,1973,0,122012,52.7988,-114.277,3,61,627000
104,6762815880,3,1.75,1480,2185,2.5,0,0,3,9,1480,0,2005,0,122033,52.9245,-114.36,2,52,620000
105,6762815955,3,2.0,1800,5000,1.0,0,0,4,7,1080,720,1942,0,122006,52.9038,-114.487,1,69,618500
106,6762815987,4,1.75,2300,11700,1.0,0,0,4,9,1960,340,1977,0,122005,52.8631,-114.284,3,50,615000
107,6762816274,3,1.75,1670,39639,1.0,0,0,4,8,1670,0,1976,1992,122020,52.8229,-114.179,1,77,600000
108,6762816275,3,1.75,1880,6360,1.0,0,0,4,7,1040,840,1945,0,122006,52.9178,-114.476,2,57,600000
109,6762816667,2,1.0,1770,8640,1.5,0,0,3,6,1520,250,1949,0,122007,52.9226,-114.553,3,77,585000
110,6762816779,2,1.0,2540,7000,1.0,0,0,5,8,1320,1220,1942,0,122051,52.7559,-114.451,3,77,580000
111,6762817053,3,2.25,2010,6000,1.0,0,0,3,8,1330,680,1975,0,122005,52.9212,-114.305,2,78,570000
112,6762817314,3,2.5,1900,8744,2.0,0,0,3,8,1900,0,1987,0,122019,52.85,-114.233,2,58,560000
113,6762817450,3,2.5,1940,3211,2.0,0,0,3,8,1940,0,2009,0,122012,52.7944,-114.283,3,60,555000
114,6762817755,2,1.0,1140,5400,1.0,0,0,5,7,1140,0,1908,0,122047,52.8505,-114.484,1,68,549000
115,6762817756,4,2.5,2910,6338,2.0,0,0,3,8,2910,0,2008,0,122015,52.7104,-114.316,3,54,549000
116,6762817929,5,2.75,2740,8426,1.0,0,0,4,8,1370,1370,1960,0,122027,52.7863,-114.374,1,69,541125
117,6762818230,2,3.0,1270,1175,2.0,0,0,3,8,1110,160,2000,0,122028,52.8934,-114.53,1,71,531000
118,6762818400,5,1.75,2550,71874,1.0,0,0,5,7,1810,740,1960,0,122012,52.7145,-114.27,2,65,525888
119,6762818543,3,1.75,1560,5520,1.0,0,0,4,6,780,780,1944,0,122032,52.8815,-114.589,3,70,524000
120,6762818924,3,2.5,1790,2700,2.0,0,0,3,8,1790,0,2010,0,122012,52.794,-114.283,1,79,509900
121,6762819061,4,1.0,2070,7519,1.0,0,0,3,7,1160,910,1963,0,122029,52.862,-114.309,2,56,501000
122,6762819262,4,2.5,2910,6479,2.0,0,0,3,7,2910,0,2006,0,122008,52.7702,-114.077,1,50,499000
123,6762819312,6,2.75,3200,9200,1.0,0,2,4,8,1600,1600,1953,0,122052,52.722,-114.554,2,56,497300
124,6762819594,4,1.75,2010,9211,1.0,0,0,3,7,1470,540,1977,0,122033,52.9506,-114.361,3,62,487585
125,6762819620,4,3.0,2340,7048,1.0,0,0,4,8,1340,1000,1979,0,122033,52.9606,-114.417,1,53,485000
126,6762819874,3,2.5,3040,4535,2.0,0,0,3,9,3040,0,2007,0,122053,52.74,-114.375,2,79,478000
127,6762820970,4,2.0,1480,3844,1.5,0,0,5,7,1480,0,1928,0,122038,52.9342,-114.542,1,73,449250
128,6762821445,5,2.0,1840,9240,1.0,0,0,4,7,1540,300,1942,1958,122038,52.9608,-114.53,3,78,435000
129,6762822174,2,2.5,1590,1426,2.0,0,0,3,8,1590,0,2014,0,122011,52.7741,-114.203,2,80,419190
130,6762822204,3,2.0,1410,6030,1.5,0,0,4,7,1410,0,1930,0,122028,52.9294,-114.537,2,51,418000
131,6762822246,3,2.5,1408,989,3.0,0,0,3,8,1408,0,2005,0,122006,52.9156,-114.505,1,64,416286
132,6762822266,3,2.25,1620,998,2.5,0,0,3,8,1540,80,2010,0,122012,52.7701,-114.217,3,59,415000
133,6762822453,3,2.25,1800,36704,1.0,0,0,4,8,1360,440,1978,0,122012,52.6988,-114.203,1,74,410000
134,6762822604,3,2.25,1410,1332,3.0,0,0,3,8,1410,0,2005,0,122028,52.9216,-114.53,2,70,406100
135,6762822620,2,3.0,1410,1240,2.0,0,0,3,8,1140,270,2006,0,122016,52.7521,-114.58,3,74,405000
136,6762822792,2,1.75,2110,9519,1.0,0,0,2,7,2110,0,1948,0,122014,52.9804,-114.496,2,77,400000
137,6762822793,2,1.0,840,5510,1.0,0,0,3,7,840,0,1955,0,122016,52.7547,-114.581,2,79,400000
138,6762823019,3,2.5,2230,4000,2.0,0,0,3,7,2230,0,1954,0,122054,52.8101,-114.496,3,78,398750
139,6762823544,5,2.5,3090,12750,1.0,0,0,3,8,1750,1340,1968,0,122018,52.5708,-114.525,2,63,384900
140,6762823717,4,1.75,1970,9389,1.0,0,0,5,7,1140,830,1960,0,122038,53.0071,-114.529,1,72,379950
141,6762824223,3,3.0,1571,10800,3.0,0,0,3,8,1571,0,2008,0,122022,52.9638,-114.499,1,62,366750
142,6762825311,5,1.0,1120,9022,1.5,0,0,4,7,1120,0,1962,0,122033,52.9596,-114.43,3,69,340000
143,6762825312,2,1.5,1160,1438,2.0,0,0,3,7,1160,0,2001,0,122054,52.8217,-114.485,1,72,340000
144,6762825869,2,1.0,1140,5250,1.5,0,0,4,6,1140,0,1949,0,122038,52.961,-114.531,2,65,329950
145,6762825928,4,2.5,2370,6500,2.0,0,0,3,9,2370,0,1998,0,122023,52.5628,-114.363,3,60,328000
146,6762826775,4,2.75,2310,5000,2.0,0,0,3,7,2310,0,2006,0,122024,52.5914,-114.225,3,68,309950
147,6762826776,3,2.5,1880,7838,2.0,0,0,3,7,1880,0,1994,0,122042,52.6739,-114.38,3,52,309950
148,6762827057,3,2.0,1050,10072,1.0,0,0,3,7,1050,0,1986,0,122055,52.9641,-114.166,3,56,300000
149,6762827694,3,1.0,1450,6000,1.0,0,0,4,7,1450,0,1953,0,122051,52.7538,-114.477,2,61,287000
150,6762829320,3,2.0,1550,15040,1.0,0,0,4,6,1550,0,1958,0,122015,52.7173,-114.289,3,65,249950
151,6762829453,3,1.75,1920,9306,1.0,0,0,3,7,1000,920,1984,0,122039,52.5619,-114.457,3,54,245000
152,6762829917,2,1.0,1200,8063,1.0,0,0,4,6,1200,0,1958,0,122043,52.6504,-114.514,2,56,232000
153,6762830263,4,1.5,1240,9600,1.0,0,0,3,7,1240,0,1971,0,122018,52.5506,-114.587,1,52,220000
154,6762830332,4,1.5,1120,5427,1.0,0,0,3,6,1120,0,1969,2014,122035,52.5928,-114.277,3,77,219900
155,6762830530,3,1.0,1340,306848,1.0,0,0,3,5,1340,0,1953,0,122055,52.9834,-114.102,1,58,210000
156,6762830531,5,2.0,2050,10200,1.0,0,0,3,6,1430,620,1956,0,122043,52.6436,-114.523,1,73,210000
157,6762830664,2,1.0,810,7158,1.0,0,0,5,6,810,0,1944,0,122056,52.7182,-114.515,2,75,206000
158,6762831089,3,1.75,1490,10125,1.0,0,0,4,7,1490,0,1962,0,122039,52.5375,-114.474,1,55,184000
159,6762810285,5,4.0,4510,15175,2.0,0,0,3,10,4510,0,1969,2002,122057,52.7609,-114.418,1,65,1870000
160,6762810310,5,5.0,4490,10279,2.0,0,0,3,10,3930,560,2013,0,122048,52.8274,-114.392,1,68,1800000
161,6762810471,4,3.25,3760,10920,1.5,0,0,5,9,2400,1360,1950,0,122004,52.8987,-114.454,3,62,1580000
162,6762810939,4,2.25,3490,6906,2.0,0,0,4,10,2280,1210,1928,0,122032,52.8724,-114.597,1,61,1230000
163,6762811141,4,2.75,3370,8103,1.0,0,3,3,9,1970,1400,1970,2014,122016,52.7532,-114.573,2,60,1140000
164,6762811335,3,2.5,2200,1970,2.0,0,0,3,9,1610,590,2008,0,122013,52.8726,-114.517,3,65,1050000
165,6762811613,3,2.5,2690,4047,3.0,0,0,3,10,2690,0,2014,0,122007,52.9097,-114.575,1,65,979000
166,6762811999,3,3.5,3020,4082,2.0,0,0,3,9,2080,940,1954,2004,122032,52.881,-114.599,1,60,910000
167,6762812370,4,2.0,3740,32417,2.0,0,0,3,9,3740,0,2000,0,122045,52.9028,-114.202,2,73,860000
168,6762813278,4,2.5,3040,6425,2.0,0,0,3,8,3040,0,2008,0,122005,52.9088,-114.307,2,57,776000
169,6762813464,4,2.5,3880,14550,2.0,0,0,3,10,3880,0,1987,0,122019,52.8678,-114.23,3,55,762300
170,6762813840,4,2.5,2290,12047,2.0,0,0,4,9,2290,0,1988,0,122027,52.7899,-114.295,1,50,736000
171,6762813978,4,2.5,3200,12369,2.0,0,0,3,10,3200,0,1998,0,122015,52.7573,-114.333,2,61,725126
172,6762814626,4,2.5,3030,7864,2.0,0,0,3,9,3030,0,1999,0,122019,52.8375,-114.207,3,74,685000
173,6762814788,2,1.0,930,36478,1.0,0,2,3,6,930,0,1951,0,122027,52.7999,-114.354,3,79,675000
174,6762815143,4,3.5,3380,8330,2.0,0,0,3,8,3380,0,2000,0,122050,53.0041,-114.569,2,76,655500
175,6762815227,3,1.5,1630,7475,1.0,0,1,3,7,1160,470,1940,0,122006,52.9025,-114.462,1,65,650000
176,6762815228,5,3.5,3480,36615,2.0,0,0,4,8,2490,990,1983,0,122020,52.8041,-114.24,3,66,650000
177,6762816060,4,2.0,2060,5000,1.0,0,0,3,7,1030,1030,1949,2013,122007,52.9292,-114.569,1,66,612500
178,6762816083,4,3.0,2450,10117,1.0,0,0,5,8,1580,870,1967,0,122027,52.7994,-114.322,2,78,610000
179,6762816134,4,2.5,2150,37981,2.0,0,0,3,9,2150,0,1985,0,122005,52.9527,-114.288,2,69,609000
180,6762816173,4,2.5,2110,13850,2.0,0,0,3,9,2110,0,1987,0,122012,52.7797,-114.267,2,50,606000
181,6762816405,4,2.25,2260,29930,2.0,0,0,4,8,1400,860,1977,0,122027,52.7989,-114.316,3,58,599000
182,6762816780,4,3.25,3569,8327,2.0,0,0,3,10,3569,0,2013,0,122042,52.6895,-114.398,1,69,580000
183,6762816917,3,1.75,2130,6500,1.0,0,2,3,8,1170,960,1954,0,122032,52.8724,-114.576,3,58,575000
184,6762817272,4,3.0,3100,15480,2.0,0,0,3,8,2400,700,1996,0,122058,52.9766,-114.431,2,67,563000
185,6762817288,5,2.25,3040,8111,2.0,0,0,3,8,3040,0,1984,0,122005,52.9457,-114.293,3,72,562000
186,6762817305,3,2.0,2000,5500,2.0,0,0,3,7,2000,0,1916,1986,122016,52.7752,-114.583,2,62,561000
187,6762818108,3,2.5,1850,10109,2.0,0,0,3,8,1850,0,1991,0,122033,52.9463,-114.419,3,56,535000
188,6762818202,5,2.75,1800,3780,1.5,0,0,3,7,1400,400,1926,0,122028,52.9131,-114.533,1,79,533000
189,6762818237,5,2.5,2910,5133,1.0,0,0,4,7,1690,1220,1964,0,122029,52.8103,-114.309,3,54,530000
190,6762818403,3,2.5,2970,11985,1.0,0,0,3,9,1770,1200,1995,0,122019,52.8659,-114.242,3,70,525000
191,6762818591,3,2.5,2460,54885,2.0,0,0,4,8,2460,0,1980,0,122015,52.7296,-114.336,1,77,520000
192,6762818667,3,1.5,1430,8000,1.0,0,0,4,7,1430,0,1956,0,122030,52.8174,-114.326,2,78,518000
193,6762818718,3,2.5,1790,7167,2.0,0,0,3,8,1790,0,1989,0,122019,52.8476,-114.235,3,71,515000
194,6762818810,4,2.5,2000,5684,2.0,0,0,3,8,2000,0,1996,0,122058,52.9743,-114.41,3,72,513000
195,6762819071,3,2.5,1480,1171,3.0,0,0,3,8,1480,0,2006,0,122047,52.85,-114.49,1,56,500000
196,6762819263,2,1.75,1170,2400,1.0,0,0,4,7,740,430,1903,0,122028,52.8953,-114.523,1,54,499000
197,6762819584,5,2.0,2020,5000,1.5,0,0,4,7,2020,0,1938,0,122007,52.9249,-114.56,1,57,488000
198,6762819621,3,2.0,1420,4080,1.5,0,0,3,7,1420,0,1905,2013,122028,52.9172,-114.539,2,55,485000
199,6762819707,2,1.75,1660,6000,1.0,0,0,3,7,1160,500,1942,0,122004,52.8924,-114.481,2,76,484000
200,6762819714,4,2.5,2740,45732,2.0,0,0,3,8,2740,0,1995,0,122037,52.97,-114.238,2,70,483500
201,6762819923,6,3.0,3470,117612,1.5,0,0,3,7,3470,0,1924,0,122058,52.9963,-114.424,3,65,475000
202,6762820190,2,1.0,1030,4400,1.0,0,0,3,7,1030,0,1924,0,122007,52.911,-114.551,2,61,469000
203,6762820263,3,2.25,1970,11088,1.0,0,0,4,8,1180,790,1967,0,122014,52.9951,-114.467,3,56,465000
204,6762820431,2,2.25,1230,929,2.0,0,0,3,8,1020,210,2004,0,122044,52.8491,-114.491,2,73,460000
205,6762820605,5,2.5,2240,7770,1.0,0,0,3,7,1340,900,1978,0,122033,52.9498,-114.361,2,52,455000
206,6762820766,2,2.0,1100,3000,1.5,0,0,3,7,1100,0,1912,2005,122007,52.9097,-114.552,3,70,450000
207,6762821835,4,2.0,1520,7983,1.0,0,0,5,7,1520,0,1967,0,122033,52.9657,-114.383,1,60,425000
208,6762822588,4,2.25,2810,23400,1.0,0,1,3,7,1710,1100,1958,0,122043,52.625,-114.501,1,71,407000
209,6762822705,4,1.75,1840,10720,1.0,0,0,3,7,960,880,1958,0,122029,52.8374,-114.315,1,64,404000
210,6762823058,4,2.0,1440,7680,1.0,0,0,3,7,1200,240,1971,0,122033,52.9545,-114.39,3,66,397000
211,6762823244,3,1.75,1260,6500,1.0,0,0,4,7,1260,0,1966,0,122029,52.8524,-114.306,3,51,390000
212,6762823245,5,3.75,2890,5000,1.0,0,0,3,7,1310,1580,2006,0,122059,52.8001,-114.486,1,72,390000
213,6762823419,3,1.0,1230,9568,1.0,0,0,5,7,1230,0,1962,0,122053,52.769,-114.369,2,56,387000
214,6762823456,3,1.75,1900,5520,1.0,0,0,3,7,1280,620,1982,0,122051,52.7849,-114.482,3,50,385000
215,6762823727,4,1.75,1500,11600,1.0,0,0,4,7,1000,500,1955,0,122058,52.9673,-114.431,2,65,379900
216,6762824138,3,2.0,1270,1320,3.0,0,0,3,8,1270,0,2006,0,122028,52.9237,-114.532,2,59,369950
217,6762824202,3,1.5,1410,9647,1.0,0,0,3,8,1410,0,1961,0,122050,52.9908,-114.551,2,78,367500
218,6762824247,3,1.5,1310,8160,1.0,0,0,3,7,1310,0,1950,0,122038,52.9591,-114.529,1,69,365000
219,6762824373,3,2.25,1640,14374,1.0,0,0,4,7,1140,500,1963,0,122060,52.6776,-114.522,2,70,362000
220,6762824403,4,2.0,2680,18768,1.0,0,0,5,8,2680,0,1965,0,122039,52.5482,-114.469,1,54,360000
221,6762824756,3,1.0,1350,7740,1.0,0,0,4,6,860,490,1947,0,122022,52.9398,-114.481,2,64,353000
222,6762825130,4,2.5,2331,3826,2.0,0,0,3,8,2331,0,2007,0,122046,52.6744,-114.372,2,65,345000
223,6762825131,3,1.0,1110,6250,1.0,0,0,3,7,1110,0,1956,0,122006,52.9277,-114.482,3,61,345000
224,6762825904,2,1.0,720,6687,1.0,0,0,3,6,720,0,1942,0,122007,52.9301,-114.552,2,53,329350
